,Racist tokens
18965,extermin
18966,jew
18967,odeh
18968,'s
18969,action
18970,in
18971,the
18972,us
18973,prove
18974,that
18975,she
18976,is
18977,a
18978,lie
18979,crimin
18980,so
18981,undoubtedli
18982,lie
18983,about
18984,what
18985,happen
18986,in
18987,isr
18988,if
18989,you
18990,want
18991,t
18992,plumb
18993,the
18994,depth
18995,hama
18996,virul
18997,racism
18998,just
18999,read
19000,the
19001,quran
19002,where
19003,it
19004,is
19005,spell
19006,in
19007,black
19008,white
19009,good
19010,someon
19011,in
19012,the
19013,me
19014,ha
19015,final
19016,stood
19017,up
19018,to
19019,the
19020,muslim
19021,terrorist
19022,their
19023,popul
19024,imperi
19025,i
19026,pray
19027,that
19028,the
19029,lie
19030,crimin
19031,bitch
19032,goe
19033,to
19034,prison
19035,the
19036,vote
19037,to
19038,prevent
19039,the
19040,muslim
19041,genocid
19042,israel
19043,most
19044,like
19045,kill
19046,muslim
19047,i
19048,'m
19049,happi
19050,to
19051,see
19052,the
19053,isra
19054,get
19055,back
19056,a
19057,small
19058,fraction
19059,the
19060,land
19061,the
19062,muslim
19063,stole
19064,the
19065,quran
19066,spell
19067,global
19068,domin
19069,human
19070,jihad
19071,the
19072,torah
19073,ha
19074,no
19075,such
19076,global
19077,aim
19078,but
19079,islamolunat
19080,live
19081,islam
19082,sharia
19083,tri
19084,to
19085,fulfil
19086,moham
19087,'s
19088,wish
19089,to
19090,extermin
19091,all
19092,jew
19093,from
19094,peninsula
19095,i
19096,do
19097,n't
19098,care
19099,if
19100,the
19101,jew
19102,do
19103,what
19104,the
19105,have
19106,to
19107,do
19108,to
19109,protect
19110,from
19111,the
19112,genocid
19113,muslim
19114,those
19115,same
19116,genocid
19117,muslim
19118,that
19119,practic
19120,their
19121,bigotri
19122,barbar
19123,religi
19124,ethnic
19125,minor
19126,everywher
19127,while
19128,all
19129,other
19130,religi
19131,group
19132,global
19133,are
19134,under
19135,genocid
19136,attack
19137,muslim
19138,you
19139,blame
19140,the
19141,jew
19142,utterli
19143,stupid
19144,no
19145,idiot
19146,zionism
19147,is
19148,the
19149,determin
19150,jew
19151,to
19152,recov
19153,a
19154,small
19155,fraction
19156,the
19157,land
19158,stolen
19159,from
19160,them
19161,muslim
19162,the
19163,muslim
19164,want
19165,to
19166,destroy
19167,israel
19168,becaus
19169,they
19170,are
19171,racist
19172,not
19173,becaus
19174,the
19175,land
19176,which
19177,is
19178,tini
19179,http
19180,cours
19181,you
19182,are
19183,campaign
19184,for
19185,the
19186,destruct
19187,the
19188,isra
19189,becaus
19190,you
19191,are
19192,a
19193,racist
19194,anti-semit
19195,asshol
19196,here
19197,are
19198,the
19199,vers
19200,from
19201,quran
19202,hadith
19203,prove
19204,genocid
19205,aim
19206,the
19207,muslim
19208,biggot
19209,http
19210,here
19211,is
19212,a
19213,hama
19214,palestinian
19215,are
19216,saudi
19217,egyptian
19218,conduct
19219,religi
19220,war
19221,http
19222,the
19223,problem
19224,is
19225,that
19226,iran
19227,is
19228,an
19229,extremist
19230,theocrat
19231,autocraci
19232,not
19233,a
19234,real
19235,expans
19236,just
19237,alreadi
19238,exist
19239,local
19240,terrorist
19241,declar
19242,loyalti
19243,to
19244,the
19245,worst
19246,the
19247,worst
19248,true
19249,the
19250,outcom
19251,ha
19252,to
19253,be
19254,bad
19255,when
19256,either
19257,group
19258,of
19259,islamolunat
19260,win
19261,mayb
19262,you
19263,should
19264,teach
19265,that
19266,respect
19267,to
19268,the
19269,muslim
19270,hate
19271,mob
19272,who
19273,murder
19274,christian
19275,hindu
19276,for
19277,pretend
19278,blaspemi
19279,mayb
19280,you
19281,should
19282,teach
19283,that
19284,respect
19285,to
19286,muslim
19287,asshol
19288,like
19289,these
19290,http
19291,choos
19292,to
19293,be
19294,muslim
19295,they
19296,have
19297,chosen
19298,to
19299,be
19300,hater
19301,of
19302,non
19303,muslim
19304,http
19305,bet
19306,?
19307,pimp
19308,'
19309,enjoy
19310,watch
19311,protest
19312,be
19313,interview
19314,on
19315,show
19316,as
19317,much
19318,as
19319,i
19320,did
19321,http
19322,/
19323,bibi
19324,is
19325,tell
19326,europen
19327,jew
19328,to
19329,move
19330,to
19331,israel
19332,so
19333,that
19334,they
19335,wo
19336,n't
19337,have
19338,to
19339,face
19340,the
19341,same
19342,muslim
19343,persecut
19344,as
19345,in
19346,europ
19347,there
19348,is
19349,no
19350,land
19351,grab
19352,%
19353,of
19354,the
19355,arabian
19356,peninsula
19357,should
19358,belong
19359,to
19360,the
19361,jew
19362,like
19363,it
19364,did
19365,befor
19366,moham
19367,your
19368,terminolog
19369,is
19370,as
19371,meaningless
19372,as
19373,the
19374,assumpt
19375,you
19376,make
19377,from
19378,them
19379,palestinian
19380,have
19381,no
19382,countri
19383,never
19384,have
19385,had
19386,one
19387,then
19388,you
19389,are
19390,a
19391,total
19392,idiot
19393,becaus
19394,muslim
19395,are
19396,kill
19397,peopl
19398,around
19399,the
19400,globe
19401,they
19402,are
19403,at
19404,war
19405,everi
19406,religion
19407,on
19408,earth
19409,the
19410,isra
19411,are
19412,fight
19413,no
19414,one
19415,except
19416,the
19417,muslim
19418,terrorist
19419,palestinian
19420,do
19421,n't
19422,deserv
19423,ani
19424,more
19425,digniti
19426,peac
19427,than
19428,they
19429,are
19430,will
19431,to
19432,give
19433,that
19434,is
19435,zero
19436,outsid
19437,the
19438,israel
19439,conflict
19440,hama
19441,still
19442,behead
19443,gay
19444,doe
19445,honor
19446,kill
19447,throw
19448,oppon
19449,roof
19450,no
19451,it
19452,'s
19453,anti
19454,semit
19455,thi
19456,palestinian
19457,leader
19458,clearli
19459,tell
19460,you
19461,that
19462,it
19463,is
19464,a
19465,religi
19466,war
19467,...
19468,arab
19469,muslim
19470,the
19471,jew
19472,http
19473,clearli
19474,tell
19475,you
19476,that
19477,their
19478,intent
19479,are
19480,a
19481,bigot
19482,racist
19483,holi
19484,war
19485,of
19486,extermin
19487,it
19488,ca
19489,n't
19490,be
19491,separ
19492,while
19493,those
19494,wish
19495,to
19496,destroy
19497,israel
19498,use
19499,it
19500,as
19501,a
19502,basi
19503,of
19504,their
19505,genocid
19506,fanatic
19507,no
19508,more
19509,so
19510,than
19511,the
19512,muslim
19513,who
19514,consid
19515,their
19516,birthright
19517,to
19518,be
19519,global
19520,domin
19521,i
19522,'m
19523,stand
19524,outsid
19525,look
19526,in
19527,there
19528,is
19529,n't
19530,a
19531,shadow
19532,of
19533,doubt
19534,that
19535,the
19536,muslim
19537,of
19538,palestin
19539,are
19540,the
19541,terrorist
19542,muslim
19543,terrorist
19544,is
19545,the
19546,reason
19547,whi
19548,the
19549,christian
19550,percentag
19551,of
19552,palestinian
19553,ha
19554,fallen
19555,to
19556,almost
19557,zero
19558,what
19559,race
19560,is
19561,islam
19562,nut
19563,case
19564,?
19565,hama
19566,sympath
19567,pretend
19568,israel
19569,reject
19570,truce
19571,to
19572,end
19573,blockad
19574,when
19575,hama
19576,admit
19577,hama
19578,reject
19579,it
19580,http
19581,i
19582,do
19583,n't
19584,see
19585,ani
19586,burn
19587,civilian
19588,the
19589,pictur
19590,is
19591,not
19592,even
19593,of
19594,a
19595,burn
19596,hous
19597,islam
19598,is
19599,a
19600,believ
19601,system
19602,base
19603,mainli
19604,on
19605,illus
19606,overlook
19607,gross
19608,barbar
19609,is
19610,necessari
19611,probabl
19612,bcu
19613,onli
19614,fool
19615,idiot
19616,take
19617,serious
19618,the
19619,``
19620,blame
19621,someon
19622,els
19623,for
19624,terror
19625,''
19626,industri
19627,islam
19628,is
19629,to
19630,blame
19631,i
19632,saw
19633,the
19634,report
19635,and
19636,i
19637,have
19638,seen
19639,other
19640,report
19641,of
19642,shia
19643,crime
19644,but
19645,i
19646,have
19647,not
19648,yet
19649,seen
19650,evid
19651,of
19652,it
19653,for
19654,tikrit
19655,the
19656,problem
19657,with
19658,the
19659,middl
19660,east
19661,is
19662,that
19663,there
19664,seem
19665,to
19666,be
19667,no
19668,good
19669,guy
19670,to
19671,support
19672,they
19673,are
19674,all
19675,islamolunat
19676,well
19677,baghdadi
19678,is
19679,also
19680,into
19681,slaveri
19682,kill
19683,gay
19684,execut
19685,mass
19686,of
19687,ezidi
19688,etc
19689,they
19690,are
19691,both
19692,bad
19693,but
19694,baghdadi
19695,is
19696,the
19697,worst
19698,whi
19699,not
19700,your
19701,do
19702,pr
19703,for
19704,a
19705,bunch
19706,of
19707,palestinian
19708,racist
19709,nazi
19710,head
19711,chopper
19712,http
19713,we
19714,are
19715,in
19716,an
19717,era
19718,where
19719,everyon
19720,ha
19721,come
19722,to
19723,understand
19724,what
19725,the
19726,real
19727,is
19728,all
19729,about
19730,http
19731,articl
19732,islamist
19733,on
19734,welfar
19735,paid
19736,to
19737,plot
19738,the
19739,west
19740,'s
19741,demis
19742,http
19743,http
19744,tell
19745,it
19746,to
19747,the
19748,million
19749,african
19750,that
19751,islam
19752,murder
19753,http
19754,moham
19755,wa
19756,a
19757,head
19758,chopper
19759,who
19760,behead
19761,jewish
19762,men
19763,in
19764,one
19765,day
19766,both
19767,isi
19768,and
19769,hama
19770,love
19771,behead
19772,peopl
19773,moham
19774,approv
19775,in
19776,the
19777,quran
19778,of
19779,sex
19780,slaveri
19781,isi
19782,is
19783,a
19784,firm
19785,believ
19786,in
19787,sex
19788,slaveri
19789,want
19790,women
19791,to
19792,stay
19793,in
19794,their
19795,hous
19796,and
19797,cover
19798,isi
19799,make
19800,sure
19801,that
19802,they
19803,do
19804,islam
19805,is
19806,a
19807,strong
19808,support
19809,of
19810,murder
19811,non
19812,muslim
19813,isi
19814,is
19815,a
19816,strong
19817,support
19818,of
19819,murder
19820,non
19821,muslim
19822,moham
19823,declar
19824,a
19825,jihad
19826,against
19827,all
19828,non
19829,believ
19830,isi
19831,is
19832,execut
19833,a
19834,jihad
19835,against
19836,non
19837,believ
19838,moham
19839,love
19840,rob
19841,caravan
19842,and
19843,loot
19844,for
19845,a
19846,live
19847,isi
19848,rob
19849,and
19850,lot
19851,for
19852,a
19853,live
19854,moham
19855,wa
19856,a
19857,pedophil
19858,who
19859,marri
19860,a
19861,child
19862,isi
19863,marri
19864,mani
19865,children
19866,http
19867,moham
19868,wa
19869,a
19870,genocid
19871,bigot
19872,who
19873,attack
19874,jew
19875,and
19876,christian
19877,isi
19878,and
19879,hama
19880,do
19881,exactli
19882,the
19883,same
19884,moham
19885,wa
19886,a
19887,sexist
19888,who
19889,abus
19890,women
19891,isi
19892,are
19893,all
19894,sexist
19895,and
19896,abus
19897,women
19898,imagin
19899,a
19900,muslim
19901,journalist
19902,make
19903,a
19904,case
19905,for
19906,whi
19907,isi
19908,is
19909,not
19910,islam
19911,no
19912,self
19913,interest
19914,there
19915,lol
19916,the
19917,religion
19918,of
19919,islam
19920,is
19921,built
19922,on
19923,apartheid
19924,and
19925,ethnic
19926,cleans
19927,what
19928,race
19929,are
19930,muslim
19931,poop
19932,for
19933,brain
19934,?
19935,moham
19936,state
19937,clearli
19938,in
19939,the
19940,hadith
19941,that
19942,he
19943,want
19944,muslim
19945,to
19946,breed
19947,like
19948,rat
19949,so
19950,he
19951,could
19952,take
19953,over
19954,the
19955,world
19956,the
19957,muslim
19958,palestinian
19959,have
19960,practic
19961,extermin
19962,or
19963,driven
19964,all
19965,the
19966,christian
19967,palestinian
19968,bozo
19969,what
19970,christian
19971,who
19972,is
19973,not
19974,insan
19975,would
19976,want
19977,to
19978,live
19979,under
19980,sharia
19981,law
19982,?
19983,ani
19984,idiot
19985,would
19986,know
19987,that
19988,the
19989,expel
19990,of
19991,palestinian
19992,would
19993,not
19994,chang
19995,the
19996,ratio
19997,of
19998,christian
19999,to
20000,muslim
20001,one
20002,thing
20003,about
20004,muslim
20005,they
20006,want
20007,to
20008,extermin
20009,everyon
20010,who
20011,is
20012,not
20013,a
20014,muslim
20015,they
20016,are
20017,do
20018,it
20019,around
20020,the
20021,world
20022,of
20023,cours
20024,muslim
20025,are
20026,extermin
20027,christian
20028,in
20029,egypt
20030,pakistan
20031,turkey
20032,etc
20033,whi
20034,would
20035,it
20036,be
20037,differ
20038,in
20039,palistin
20040,no
20041,asshol
20042,the
20043,isra
20044,are
20045,defend
20046,against
20047,thi
20048,http
20049,if
20050,israel
20051,had
20052,given
20053,palestinian
20054,the
20055,right
20056,to
20057,return
20058,they
20059,would
20060,now
20061,be
20062,suffer
20063,the
20064,same
20065,fate
20066,of
20067,all
20068,minor
20069,under
20070,islam
20071,actual
20072,i
20073,do
20074,n't
20075,think
20076,it
20077,is
20078,possibl
20079,to
20080,distinguish
20081,islam
20082,and
20083,nazism
20084,your
20085,friend
20086,are
20087,the
20088,palestinian
20089,who
20090,cut
20091,off
20092,gay
20093,head
20094,do
20095,honor
20096,kill
20097,forc
20098,sharia
20099,again
20100,idiot
20101,none
20102,of
20103,that
20104,chang
20105,the
20106,ratio
20107,of
20108,muslim
20109,to
20110,christian
20111,in
20112,palestin
20113,onli
20114,muslim
20115,bigotri
20116,and
20117,abus
20118,chang
20119,it
20120,the
20121,prophet
20122,moham
20123,fire
20124,the
20125,start
20126,gun
20127,for
20128,the
20129,extermin
20130,of
20131,jew
20132,and
20133,christian
20134,from
20135,peninsula
20136,http
20137,they
20138,did
20139,n't
20140,steal
20141,anyth
20142,when
20143,israel
20144,wa
20145,attack
20146,by
20147,muslim
20148,armi
20149,they
20150,left
20151,instead
20152,of
20153,stay
20154,and
20155,fight
20156,when
20157,they
20158,left
20159,the
20160,isra
20161,to
20162,be
20163,slaughter
20164,they
20165,lost
20166,the
20167,land
20168,as
20169,they
20170,deserv
20171,and
20172,as
20173,thi
20174,moron
20175,palestinian
20176,clearli
20177,explain
20178,most
20179,of
20180,them
20181,are
20182,now
20183,egyptian
20184,and
20185,saudi
20186,and
20187,jordanian
20188,http
20189,load
20190,of
20191,bs
